PMID	NUMSENT	REGULATOR	REGULATED	REGULATED_TYPE	REGULATED_GENE	REGULATED_TU	EFFECT	NORMALIZED_EFFECT	SENTENCE	regulator_regex	regulated_regex	regulator_count	regulated_count	regulator_plus_one	regulated_plus_one	regulator_regulated_plus_one	regulated_tag	regulator_tag	sentence_tagged
17449618	9	NsrR	ytfE	TU		ytfE	represses	repressor	Microarray analysis revealed that NsrR represses nine operons encoding 20 genes in Escherichia coli MG1655 , including the hmpA , ytfE , and ygbA genes that were previously shown to be regulated by NsrR .	\b[:punct:]?NsrR[:punct:]?\b	\b[:punct:]?ytfE[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Microarray analysis revealed that @TF$ represses nine operons encoding 20 genes in Escherichia coli MG1655 , including the hmpA , @Regulated$ , and ygbA genes that were previously shown to be regulated by NsrR .
17449618	9	NsrR	ytfE	TU		ytfE	represses	no_relation	Microarray analysis revealed that NsrR represses nine operons encoding 20 genes in Escherichia coli MG1655 , including the hmpA , ytfE , and ygbA genes that were previously shown to be regulated by NsrR .	\b[:punct:]?NsrR[:punct:]?\b	\b[:punct:]?ytfE[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Microarray analysis revealed that NsrR represses nine operons encoding 20 genes in Escherichia coli MG1655 , including the hmpA , @Regulated$ , and ygbA genes that were previously shown to be regulated by @TF$ .
15342598	12	RhaR	rhaSR	TU		rhaSR	activation	activator	In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in RhaR , D276 , E284 , and D285 , that were important for RhaR - mediated transcription activation of the rhaSR operon .	\b[:punct:]?RhaR[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in RhaR , D276 , E284 , and D285 , that were important for @TF$  - mediated transcription activation of the @Regulated$ operon .
15342598	12	RhaR	rhaSR	TU		rhaSR	activation	no_relation	In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in RhaR , D276 , E284 , and D285 , that were important for RhaR - mediated transcription activation of the rhaSR operon .	\b[:punct:]?RhaR[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in @TF$ , D276 , E284 , and D285 , that were important for  RhaR - mediated transcription activation of the @Regulated$ operon .
10601201	14	CRP	fucPIK	TU		fucPIK	activates	activator	We show that the mutant CRP constitutively activates transcription from both the IS5 - disrupted and the wild - type fucPIK promoters , and we identify the CRP - binding site that is required for this activity .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We show that the mutant @TF$ constitutively activates transcription from both the IS5 - disrupted and the wild - type @Regulated$ promoters , and we identify the CRP - binding site that is required for this activity .
10601201	14	CRP	fucPIK	TU		fucPIK	activates	no_relation	We show that the mutant CRP constitutively activates transcription from both the IS5 - disrupted and the wild - type fucPIK promoters , and we identify the CRP - binding site that is required for this activity .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We show that the mutant CRP constitutively activates transcription from both the IS5 - disrupted and the wild - type @Regulated$ promoters , and we identify the @TF$ - binding site that is required for this activity .
10601201	15	CRP	fucPIK	TU		fucPIK	activation	activator	Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both @TF$ and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .
10601201	15	CRP	fucPIK	TU		fucPIK	activation	no_relation	Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation, can be activated in the absence of FucR by a mutant @TF$ that uses three , rather than two , activating regions to contact RNA polymerase .
10601201	15	FucR	fucPIK	TU		fucPIK	activation	activator	Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	\b[:punct:]?FucR[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator @TF$ for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .
10601201	15	FucR	fucPIK	TU		fucPIK	activation	no_relation	Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	\b[:punct:]?FucR[:punct:]?\b	\b[:punct:]?fucPIK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of @TF$ by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .
18227264	15	NarL	ydhY	TU		ydhY	repression	repressor	Thus , although the region of the ydhY â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by NarL in vitro , mutation of these heptamers did not affect NarL - mediated repression in vivo .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?ydhY[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Thus , although the region of the @Regulated$ â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by @TF$ in vitro , mutation of these heptamers did not affect NarL - mediated repression in vivo .
18227264	15	NarL	ydhY	TU		ydhY	repression	no_relation	Thus , although the region of the ydhY â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by NarL in vitro , mutation of these heptamers did not affect NarL - mediated repression in vivo .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?ydhY[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Thus , although the region of the @Regulated$ â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by NarL in vitro , mutation of these heptamers did not affect @TF$ - mediated repression in vivo .
18346968	16	MelR	melAB	TU		melAB	regulates	regulator	MelR is a member of the AraC - XylS family of bacterial gene regulatory proteins ( 6 ) and our previous studies have shown that MelR , together with the cyclic AMP receptor protein , CRP , regulates expression of the melAB operon that encodes products essential for melibiose metabolism ( 7 ) .	\b[:punct:]?MelR[:punct:]?\b	\b[:punct:]?melAB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	MelR is a member of the AraC - XylS family of bacterial gene regulatory proteins ( 6 ) and our previous studies have shown that @TF$ , together with the cyclic AMP receptor protein , CRP , regulates expression of the @Regulated$ operon that encodes products essential for melibiose metabolism ( 7 ) .
18346968	16	MelR	melAB	TU		melAB	regulates	no_relation	MelR is a member of the AraC - XylS family of bacterial gene regulatory proteins ( 6 ) and our previous studies have shown that MelR , together with the cyclic AMP receptor protein , CRP , regulates expression of the melAB operon that encodes products essential for melibiose metabolism ( 7 ) .	\b[:punct:]?MelR[:punct:]?\b	\b[:punct:]?melAB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	 @TF$ is a member of the AraC - XylS family of bacterial gene regulatory proteins ( 6 ) and our previous studies have shown that MelR , together with the cyclic AMP receptor protein , CRP , regulates expression of the @Regulated$ operon that encodes products essential for melibiose metabolism ( 7 ) .
9254708	20	IciA	dnaA	TU		dnaA	activation	activator	In this report , we determined the cis - element responsible for the IciA - dependent activation of the dnaA promoter 1P and the binding mode of IciA protein to the IciA I site .	\b[:punct:]?IciA[:punct:]?\b	\b[:punct:]?dnaA[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	In this report , we determined the cis - element responsible for the @TF$ - dependent activation of the @Regulated$ promoter 1P and the binding mode of IciA protein to the IciA I site .
9254708	20	IciA	dnaA	TU		dnaA	activation	no_relation	In this report , we determined the cis - element responsible for the IciA - dependent activation of the dnaA promoter 1P and the binding mode of IciA protein to the IciA I site .	\b[:punct:]?IciA[:punct:]?\b	\b[:punct:]?dnaA[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	In this report , we determined the cis - element responsible for the IciA - dependent activation of the @Regulated$ promoter 1P and the binding mode of @TF$ protein to the IciA I site .
9254708	20	IciA	dnaA	TU		dnaA	activation	no_relation	In this report , we determined the cis - element responsible for the IciA - dependent activation of the dnaA promoter 1P and the binding mode of IciA protein to the IciA I site .	\b[:punct:]?IciA[:punct:]?\b	\b[:punct:]?dnaA[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	In this report , we determined the cis - element responsible for the IciA - dependent activation of the @Regulated$ promoter 1P and the binding mode of IciA protein to the @TF$ I site .
16478729	21	Rob	marRAB	TU		marRAB	regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?marRAB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , @Regulated$ , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	marRAB	TU		marRAB	regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?marRAB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , @Regulated$ , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
12067348	21	MarR	marA	GENE	marA		repressed	repressor	marA expression is repressed by MarR and is derepressed by the interaction of MarR with various phenolic compounds such as salicylate .	\b[:punct:]?MarR[:punct:]?\b	\b[:punct:]?marA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	 @Regulated$ expression is repressed by @TF$ and is derepressed by the interaction of MarR with various phenolic compounds such as salicylate .
12067348	21	MarR	marA	GENE	marA		repressed	no_relation	marA expression is repressed by MarR and is derepressed by the interaction of MarR with various phenolic compounds such as salicylate .	\b[:punct:]?MarR[:punct:]?\b	\b[:punct:]?marA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	 @Regulated$ expression is repressed by MarR and is derepressed by the interaction of @TF$ with various phenolic compounds such as salicylate .
16478729	21	Rob	aslB	GENE	aslB		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?aslB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , @Regulated$ , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	aslB	GENE	aslB		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?aslB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , @Regulated$ , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	galT	GENE	galT		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?galT[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and @Regulated$ ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	galT	GENE	galT		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?galT[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and @Regulated$ ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	inaA	GENE	inaA		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?inaA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely @Regulated$ , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	inaA	GENE	inaA		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?inaA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely @Regulated$ , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	mdlA	GENE	mdlA		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?mdlA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , aslB , ybaO , @Regulated$ , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	mdlA	GENE	mdlA		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?mdlA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , @Regulated$ , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	ybaO	GENE	ybaO		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?ybaO[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , aslB , @Regulated$ , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	ybaO	GENE	ybaO		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?ybaO[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , @Regulated$ , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	ybiS	GENE	ybiS		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?ybiS[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , @Regulated$ , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	ybiS	GENE	ybiS		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?ybiS[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , @Regulated$ , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	yfhD	GENE	yfhD		regulated	regulator	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?yfhD[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , @Regulated$ , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
16478729	21	Rob	yfhD	GENE	yfhD		regulated	no_relation	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	\b[:punct:]?Rob[:punct:]?\b	\b[:punct:]?yfhD[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Transposon mutagenesis experiments aimed at defining the @TF$ regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , @Regulated$ , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .
15659677	23	GntR	eda	TU		eda	induced	activator	P1 drives cotranscription of edd and eda and is induced by growth on gluconate ( 7 ) ; P1 appears to be controlled by GntR ( 20 , 21 , 24 ) , although binding of GntR to the P1 regulatory region was not established prior to this work .	\b[:punct:]?GntR[:punct:]?\b	\b[:punct:]?eda[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	P1 drives cotranscription of edd and @Regulated$ and is induced by growth on gluconate ( 7 ) ; P1 appears to be controlled by @TF$ ( 20 , 21 , 24 ) , although binding of GntR to the P1 regulatory region was not established prior to this work .
15659677	23	GntR	eda	TU		eda	induced	no_relation	P1 drives cotranscription of edd and eda and is induced by growth on gluconate ( 7 ) ; P1 appears to be controlled by GntR ( 20 , 21 , 24 ) , although binding of GntR to the P1 regulatory region was not established prior to this work .	\b[:punct:]?GntR[:punct:]?\b	\b[:punct:]?eda[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	P1 drives cotranscription of edd and @Regulated$ and is induced by growth on gluconate ( 7 ) ; P1 appears to be controlled by GntR ( 20 , 21 , 24 ) , although binding of @TF$ to the P1 regulatory region was not established prior to this work .
